objectid,accident,agency,inv_date,complaint,injured,killed,min_inj,dis_inj,severity,county,city,troop,no_vehicle,motor_veh,left_scene,dist_feet,dist_mile,inter_loc,direction,on_street,at_street,light_cond,acc_type,on_off_rd,two_veh,day_week,dr_drink,dr_drug,ped_drink,ped_drug,speed,dr_under21,dr_under25,dr_over55,dr_over64,electrical,emer_veh,stop_sign,yield_sign,czone,hazmat,aggressive,cell_phone,texting,veh_defect,school_bus,truck,motorcycle,atv,pickup,cmv,gps_lat,gps_long,severity_fatal,acc_date,acc_time,narrative
966729,3190015836,Missouri State Highway Patrol-Troop D,1560816000000,190344894,3,0,2,1,Personal Injury,BARRY,NON-CITY OR UNINCORPORATED,D,1,1,0,554,0.1,B ,E ,MO 90,CRD 2242,Daylight,Fixed Object,2,,Tue     ,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.58317,-94.009,0,06/18/2019,12:24:00,"CRASH OCCURRED AS VEHICLE 1 TRAVELED OFF LEFT SIDE OF ROADWAY, STRUCK DITCH AND OVERTURNED."
1328863,3190015754,Missouri State Highway Patrol-Troop G,1560816000000,190345034,7,0,7,0,Personal Injury,OREGON,NON-CITY OR UNINCORPORATED,G,2,2,0,26,0,B ,S ,US 63,CRD 352,Daylight,Motor Vehicle in Transport,1,61,Tue     ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.62807,-91.65968,0,06/18/2019,13:20:00,ACCIDENT OCCURRED AS VEH #2 WAS STOPPED TO MAKE A LEFT TURN AND WAS REAR-ENDED BY VEH #1.
1184784,3190016290,Missouri State Highway Patrol-Troop B,1560816000000,190345089,1,0,1,0,Personal Injury,SCHUYLER,QUEEN CITY,B,1,1,0,103,0.02,B ,N,CST CEDAR ST,CST 10TH ST,Daylight,Fixed Object,2,,Tue     ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.41313,-92.56726,0,06/18/2019,13:40:00,VEHICLE 1 TRAVELED OFF THE RIGHT SIDE OF THE ROADWAY AND STRUCK AN EMBANKMENT. ASSISTED BY THE SCHUYLER COUNTY SHERIFF'S DEPARTMENT.
900582,3190015934,Missouri State Highway Patrol-Troop D,1560816000000,190345180,1,0,1,0,Personal Injury,ST. CLAIR,NON-CITY OR UNINCORPORATED,D,2,2,0,0,0,AT,W ,RT A,CRD NW 1001,Daylight,Motor Vehicle in Transport,1,64,Tue     ,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,38.15895,-93.96094,0,06/18/2019,14:30:00,OCCURRED AS #2 FAILED TO YIELD TO #1.  #2 PULLED INTO THE PATH #1 AND WAS STRUCK IN THE SIDE
1156682,3190016293,Missouri State Highway Patrol-Troop E,1560816000000,190345328,4,1,2,2,Fatal,SCOTT,NON-CITY OR UNINCORPORATED,E,3,3,0,528,0.1,A ,N,IS 55,ERM NORTH IS 55 MILE 728,Daylight,Fixed Object,2,,Tue     ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,36.97168,-89.53436,1,06/18/2019,15:50:00,FATALITY CRASH NEXT OF KIN NOTIFIED PRONOUNCED BY SCOTT COUNTY CORONER SCOTT AMICK AT THE SCENE AT 1550 HOURS. STATE PROPERTY DAMAGE- CRASH OCCURRED AS VEHICLE ONE TRAVELED ACROSS THE MEDIAN AND STRUCK VEHICLE TWO IN DRIVERS SIDE. VEHICLE  THREE STRUCK THE PASSENGER SIDE OF VEHICLE ONE. STATE PROPERTY  DAMAGE 10 POST AND 200 FEET OF  STRESS CABLE BARRIER.  TROOP E FATALITY #20 FOR 2019
1183430,3190016316,Missouri State Highway Patrol-Troop F,1560816000000,190345416,1,0,1,0,Personal Injury,AUDRAIN,NON-CITY OR UNINCORPORATED,F,2,2,0,644,0.12,B ,W ,US 54,SOR 54,Daylight,Motor Vehicle in Transport,1,61,Tue     ,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.0708,-91.89748,0,06/18/2019,16:30:00,VEHICLE 2 WAS SLOWING DOWN TO TURN INTO A PRIVATE DRIVE AND WAS STRUCK IN THE REAR BY VEHICLE 1. ASSISTED BY SGT. W. V. AHRENS (900) AND THE AUDRAIN COUNTY SHERIFF'S DEPARTMENT.
1227033,3190018461,Missouri State Highway Patrol-Troop C,1560816000000,190345556,3,0,3,0,Personal Injury,ST. LOUIS,NON-CITY OR UNINCORPORATED,C,5,5,0,63,0.01,A ,E ,IS 270,ERM SOUTH IS 270 MILE 10,Daylight,Motor Vehicle in Transport,1,61,Tue     ,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.5083,-90.35322,0,06/18/2019,17:37:00,"VEHICLES 2, 3, 4, AND 5 WERE STOPPED IN TRAFFIC. DRIVER 1 FAILED TO KEEP A PROPER LOOKOUT AND THE FRONT OF VEHICLE 1 STRUCK THE REAR OF VEHICLE 2 WHICH CAUSED THE FRONT OF VEHICLE 2 TO STRIKE THE REAR OF VEHICLE 3, THE FRONT OF VEHICLE 3 TO STRIKE THE REAR OF VEHICLE 4, AND THE FRONT OF VEHICLE 4 TO STRIKE THE REAR OF VEHICLE 5. ASSISTED BY MSGT T. M. WILLIAMS (1132)."
969714,3190016381,Missouri State Highway Patrol-Troop D,1560816000000,190345877,1,0,0,1,Personal Injury,CEDAR,NON-CITY OR UNINCORPORATED,D,2,2,0,190,0.04,A ,E ,US 54,CRD 101,Daylight,Motor Vehicle in Transport,1,60,Tue     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,37.86388,-94.04845,0,06/18/2019,20:10:00,CRASH OCCURRED AS VEHICLE #1 WAS MAKING A LEFT TURN AND FAILED TO YIELD TO ONCOMING VEHICLE #2. ASSISTED BY MSGT G.W. RIGGS /863/
997405,3190016977,Missouri State Highway Patrol-Troop D,1560816000000,190345916,0,1,0,0,Fatal,STONE,BRANSON WEST,D,2,2,0,1092,0.21,B ,S ,MO 13,CRD TUNNEL DR,Daylight,Motor Vehicle in Transport,1,63,Tue     ,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,36.71826,-93.37271,1,06/18/2019,20:30:00,FATAL TRAFFIC CRASH - NEXT OF KIN NOTIFIED - THIS IS TROOP D'S 41ST FATALITY FOR 2019 - VEHICLE 2 ATTEMPTED TO PASS ANOTHER VEHICLE AND STRUCK VEHICLE 1 WHICH WAS ATTEMPTING TO PASS VEHICLE 2.  DRIVER 1 WAS EJECTED.  DRIVER 1 WAS PRONOUNCED DEAD AT THE SCENE AT 2036 HOURS BY STONE COUTNY CORONER JOHN CUNNYNGHAM .  SURVIVING DRIVER AS REQUIRED BY LAW WAS TESTED FOR ALCOHOL.  ASSISTED BY MSGT. C.A. STUART #1139 AND THE BRANSON WEST POLICE DEPARTMENT
903877,3190016086,Missouri State Highway Patrol-Troop D,1560816000000,190345994,2,0,2,0,Personal Injury,CHRISTIAN,NON-CITY OR UNINCORPORATED,D,2,2,0,227,0.04,A ,E ,RT AA,CRD FOX HOLLOW DR,Dark-Unlighted,Motor Vehicle in Transport,1,61,Tue     ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.09079,-93.30001,0,06/18/2019,21:40:00,CRASH OCCURRED AS VEHICLE #2 STRUCK REAR END OF VEHICLE #1
1167470,3190015908,Missouri State Highway Patrol-Troop F,1560816000000,190346001,1,0,1,0,Personal Injury,MILLER,NON-CITY OR UNINCORPORATED,F,1,1,0,707,0.13,A ,S ,RT D,CRD LOCUST RD,Dark-Unlighted,Overturn,2,,Tue     ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,38.19815,-92.58184,0,06/18/2019,21:45:00,"OCCURRED AS VEHICLE 1 FAILED TO NEGOTIATE A CURVE, RAN OFF THE LEFT SIDE OF THE ROAD, OVERTURNED AND STRUCK A LIGHT POLE.  ASSISTED BY SGT. J. E. LOWARY (466)"
1269716,3190015811,Missouri State Highway Patrol-Troop C,1560816000000,190346033,1,0,0,1,Personal Injury,JEFFERSON,NON-CITY OR UNINCORPORATED,C,1,1,0,63,0.01,A ,N,IS 55,ERM NORTH IS 55 MILE 1876,Dark-Unlighted,Overturn,1,,Tue     ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.38153,-90.3803,0,06/18/2019,22:19:00,VEHICLE 1 WAS TRAVELING NORTH ON I-55. DRIVER 1 APPLIED THE BRAKES FOR AN UNKNOWN REASON. VEHICLE 1 OVERTURNED AND EJECTED DRIVER 1.
1276969,3190015897,Missouri State Highway Patrol-Troop C,1560816000000,190346053,1,0,1,0,Personal Injury,ST. CHARLES,WELDON SPRING,C,1,1,0,0,0,AT,E ,IS 64,ERM EAST IS 64 MILE 108,Dark-Unlighted,Animal,1,,Tue     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71142,-90.689,0,06/18/2019,22:35:00,VEHICLE 1 WAS TRAVELING EASTBOUND ON INTERSTATE 64 AND STRUCK A DEER IN THE ROADWAY.
807409,3190016666,Missouri State Highway Patrol-Troop A,1560902400000,190346150,2,0,2,0,Personal Injury,JACKSON,RIVER BEND,A,1,1,0,20,0,A ,N,CST COBBLER RD,CST COBBLER RD,Dark-Unlighted,Fixed Object,2,,Wed     ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.17523,-94.39417,0,06/19/2019,01:15:00,CRASH OCCURRED AS VEHICLE WAS MAKING A RIGHT TURN WHILE TRAVELING NORTHBOUND ON MO-210. VEHICLE SLID OFF THE RIGHT SIDE OF THE ROAD AND STRUCK AN EMBANKMENT BEFORE COMING TO REST. ASSISTED BY TPR. D.K. FLETCHER (491).
1269717,3190015898,Missouri State Highway Patrol-Troop C,1560902400000,190346156,3,0,3,0,Personal Injury,JEFFERSON,NON-CITY OR UNINCORPORATED,C,1,1,0,823,0.16,A ,S ,CRD MOSS HOLLOW RD,PVT FOUNTAIN DR,Dark-Unlighted,Fixed Object,2,,Wed     ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.35109,-90.42889,0,06/19/2019,01:25:00,VEHICLE 1 WAS TRAVELING NORTHBOUND ON MOSS HOLLOW ROAD.  DRIVER 1 FAILED TO NEGOTIATE A CURVE TO THE RIGHT AND TRAVELED OFF THE LEFT SIDE OF THE ROADWAY.  VEHICLE 1 STRUCK A TREE AND OVERTURNED.
1227034,3190015818,Missouri State Highway Patrol-Troop C,1560902400000,190346169,1,0,0,1,Personal Injury,ST. LOUIS,NON-CITY OR UNINCORPORATED,C,2,2,0,194,0.04,B ,E ,IS 270,ERM EAST IS 270 MILE 306,Dark-Lighted,Motor Vehicle in Transport,1,61,Wed     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.77088,-90.26288,0,06/19/2019,02:15:00,"BOTH VEHICLES WERE TRAVELING EASTBOUND ON INTERSTATE 270. THE FRONT OF VEHICLE 1 STRUCK THE REAR OF VEHICLE 2, CAUSING VEHICLE 2 TO STRIKE THE CONCRETE CENTER MEDIAN BARRIER."
1173802,3190016178,Missouri State Highway Patrol-Troop F,1560902400000,190346180,1,0,1,0,Personal Injury,CALLAWAY,NON-CITY OR UNINCORPORATED,F,1,1,0,1594,0.3,B ,S ,RT NN,CRD 410,Dark-Unlighted,Overturn,2,,Wed     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.79036,-91.98731,0,06/19/2019,03:40:00,CRASH OCCURRED AS DRIVER 1 SWERVED TO MISS A DEER.  VEHICLE 1 TRAVELED OFF THE LEFT SIDE OF THE ROADWAY AND OVERTURNED.  ASSISTED BY CALLAWAY COUNTY SHERIFF'S DEPARTMENT.
1132134,3190015671,Missouri State Highway Patrol-Troop E,1560902400000,190346200,1,0,1,0,Personal Injury,BUTLER,NON-CITY OR UNINCORPORATED,E,1,1,0,1114,0.21,A ,S ,US 67,CRD 421,Daylight,Overturn,2,,Wed     ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.82103,-90.48753,0,06/19/2019,05:35:00,CRASH OCCURRED AS VEHICLE 1 RAN OFF ROADWAY AND OVERTURNED.
858551,3190016174,Missouri State Highway Patrol-Troop A,1560902400000,190346205,1,0,1,0,Personal Injury,JACKSON,BLUE SPRINGS,A,1,1,0,190,0.04,A ,E ,IS 70,ERM EAST IS 70 MILE 184,Daylight,Fixed Object,2,,Wed     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.03502,-94.31249,0,06/19/2019,05:55:00,OCCURRED AS VEH1 TRAVELED OFF ROADWAY AND STRUCK GUARD RAIL. ASSISTED BY BLUE SPRINGS POLICE
966731,3190015748,Missouri State Highway Patrol-Troop D,1560902400000,190346546,1,0,1,0,Personal Injury,BARRY,NON-CITY OR UNINCORPORATED,D,1,1,0,2112,0.4,B ,E ,MO 112,CRD 2218,Daylight,Fixed Object,2,,Wed     ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.61099,-93.84233,0,06/19/2019,09:30:00,"CRASH OCCURRED AS VEHICLE 1 STARTED SLIDING AND TRAVELED OFF THE LEFT SIDE OF ROADWAY, STRIKING A SIGN AND A DITCH."
900581,3190016323,Missouri State Highway Patrol-Troop D,1560902400000,190346662,1,0,1,0,Personal Injury,ST. CLAIR,NON-CITY OR UNINCORPORATED,D,1,1,0,3695,0.7,A ,W ,US 54,CRD SE 71,Daylight,Fixed Object,2,,Wed     ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8953,-93.78879,0,06/19/2019,10:20:00,ACCIDENT OCCURRED AS VEH #1 CROSSED THE CENTER LINE AND RAN OFF THE LEFT SIDE OF THE ROADWAY AND STRUCK A TREE
1043238,3190016278,Missouri State Highway Patrol-Troop I,1560902400000,190346750,2,0,2,0,Personal Injury,LACLEDE,NON-CITY OR UNINCORPORATED,I,1,1,0,1780,0.34,A ,W ,MO 64,MO 64A,Daylight,Fixed Object,2,,Wed     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37.72396,-92.84529,0,06/19/2019,11:10:00,"CRASH OCCURRED AS VEHICLE 1 TRAVELED OFF THE RIGHT SIDE OF THE ROADWAY, STRUCK A DITCH AND OVERTURNED.  ASSISTED BY TPR N.L. VINES (1166) AND PARK RANGER SGT D. YOUNG (R9)"
1144979,3190015914,Missouri State Highway Patrol-Troop E,1560902400000,190346871,2,0,2,0,Personal Injury,NEW MADRID,NON-CITY OR UNINCORPORATED,E,1,1,0,107,0.02,A ,S ,IS 55,ERM SOUTH IS 55 MILE 558,Daylight,Fixed Object,2,,Wed     ,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.7246,-89.53807,0,06/19/2019,12:20:00,"CRASH OCCURRED AS VEH 1 RAN OFF RIGHT SIDE OF ROADWAY, STRUCK A DITCH AND OVERTURNED."
793111,3190015827,Missouri State Highway Patrol-Troop A,1560902400000,190346906,1,0,1,0,Personal Injury,CASS,NON-CITY OR UNINCORPORATED,A,1,1,0,100,0.02,A ,W ,CRD 203 ST,RT J,Daylight,Fixed Object,2,,Wed     ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.75248,-94.44138,0,06/19/2019,12:40:00,OCCURRED AS VEH1 TRAVELED OFF THE RIGHT SIDE OF THE ROADWAY AND STRUCK A CREEK BED. ASSISTED BY CPL. J. E. THUSS /1206/
1292881,3190016300,Missouri State Highway Patrol-Troop C,1560902400000,190347023,1,0,0,1,Personal Injury,ST. LOUIS,BELLEFONTAINE NEIGHBORS,C,4,4,0,15,0,B ,E ,IS 270,BRIDGE A0241,Daylight,Motor Vehicle in Transport,1,61,Wed     ,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,38.76988,-90.22117,0,06/19/2019,13:40:00,"THE DRIVER OF VEHICLE 1 WAS DISTRACTED BY TRAFFIC.  THE FRONT OF VEHICLE 1 STRUCK THE REAR OF VEHICLE 2. FURTHER DAMAGE OCCURRED WHEN THE FRONT OF VEHICLE 1 STRUCK THE LEFT REAR OF VEHICLE 3.  VEHICLE 2 BEGAN TO SLIDE, EXITED THE ROADWAY TO THE RIGHT, AND THE FRONT OF VEHICLE 3 STRUCK THE LEFT REAR OF VEHICLE 4.  VEHICLE 3 EXITED THE ROADWAY TO THE LEFT AND THE LEFT FRONT OF VEHICLE 3 STRUCK THE CONCRETE BARRIER.   ASSISTED BY TPR. Z. C. KRAL (1379)"
1273550,3190016720,Missouri State Highway Patrol-Troop C,1560902400000,190347061,1,0,1,0,Personal Injury,ST. FRANCOIS,NON-CITY OR UNINCORPORATED,C,1,1,0,1188,0.22,A ,S ,CRD HARMON LN,MO 8,Daylight,Fixed Object,2,,Wed     ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.86505,-90.63636,0,06/19/2019,14:01:00,VEHICLE 1 TRAVELED OFF THE RIGHT SIDE OF THE ROADWAY STRIKING A UTILITY POLE.  ASSISTED BY TPR K.L. ELLEDGE (396)
1287898,3190016397,Missouri State Highway Patrol-Troop C,1560902400000,190347370,2,0,2,0,Personal Injury,PIKE,NON-CITY OR UNINCORPORATED,C,2,2,0,0,0,AT,E ,US 54,RP 6766,Daylight,Motor Vehicle in Transport,1,61,Wed     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.36119,-91.20061,0,06/19/2019,16:30:00,VEHICLE 2 WAS STOPPED ON EASTBOUND US-54 WAITING TO MAKE A LEFT HAND TURN ONTO US-61. DRIVER 1 FAILED TO NOTICE THAT VEHICLE 2 WAS STOPPED AND THE FRONT OF VEHICLE 1 STRUCK THE REAR OF VEHICLE 2.
1332826,3190016796,Missouri State Highway Patrol-Troop G,1560902400000,190347374,2,0,2,0,Personal Injury,CARTER,NON-CITY OR UNINCORPORATED,G,1,1,0,73,0.01,B ,E ,US 60,CRD 163,Daylight,Overturn,2,,Wed     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.94996,-91.1774,0,06/19/2019,16:30:00,"ACCIDENT OCCURRED AS VEHICLE #1 TRAVELED OFF THE RIGHT SIDE OF ROADWAY AND OVERTURNED.         ASSISTED BY CPL M.T.WEAKLEY(1144), CARTER COUNTY SHERIFF'S DEPARTMENT, VAN BUREN VOLUNTEER FIRE DEPARTMENT AND WINONA VOLUNTEER FIRE DEPARTMENT."
897767,3190016978,Missouri State Highway Patrol-Troop D,1560902400000,190347395,1,1,1,0,Fatal,GREENE,NON-CITY OR UNINCORPORATED,D,2,2,0,0,0,AT,W ,RT EE,CRD 123,Daylight,Motor Vehicle in Transport,1,64,Wed     ,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,37.22703,-93.36644,1,06/19/2019,16:40:00,FATALITY REPORT - THIS IS TROOP D'S 42ND FATALITY FOR 2019 - NEXT OF KIN NOTIFIED - CRASH OCCURRED AS VEHICLE #1 ATTEMPTING TO TURN LEFT AND VEHICLE #2 STRUCK THE DRIVER SIDE OF VEHICLE #1. DRIVER #2 WAS PRONOUNCED ON SCENE BY GREENE COUNTY CORONER MICHAEL LAMPHERE ON 06/19/2019 AT 1647 HOURS. AS REQUIRED BY LAW THE SURVIVING DRIVER WAS TESTED FOR ALCOHOL.  ASSISTED BY TPR G.T. HACKETT /559/ AND GREENE COUNTY SHERIFF OFFICE.
784271,3190016695,Missouri State Highway Patrol-Troop A,1560902400000,190347491,2,0,2,0,Personal Injury,CLAY,KANSAS CITY,A,3,3,0,140,0.03,A ,S ,IS 29,ERM SOUTH IS 29 MILE 12,Daylight,Motor Vehicle in Transport,1,61,Wed     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.17908,-94.57015,0,06/19/2019,17:25:00,"CRASH OCCURRED AS TRAFFIC SLOWED DUE TO CONGESTION AHEAD. VEHICLE 1 OVERTOOK AND STRUCK THE REAR OF VEHICLE 2, PUSHING VEHICLE 2 INTO THE REAR OF VEHICLE 3. ASSISTED BY CPL C A TAIBI /648/."
876156,3190018042,Missouri State Highway Patrol-Troop A,1560902400000,190347580,2,0,1,1,Personal Injury,PLATTE,KANSAS CITY,A,3,3,0,190,0.04,A ,S ,IS 29,BRIDGE L0689,Daylight,Motor Vehicle in Transport,1,61,Wed     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.18941,-94.60929,0,06/19/2019,18:05:00,CRASH OCCURRED AS VEHICLE 2 AND VEHICLE 3 WERE STATIONARY IN TRAFFIC CONGESTION. VEHICLE 1 STRUCK THE REAR OF VEHICLE 2 AND VEHICLE 2 STRUCK THE REAR OF VEHICLE 3. ASSISTED BY TPR J.D. HALL /1334/ AND KANSAS CITY POLICE DEPARTMENT.
900580,3190016110,Missouri State Highway Patrol-Troop D,1560902400000,190347601,2,0,2,0,Personal Injury,ST. CLAIR,NON-CITY OR UNINCORPORATED,D,2,2,0,0,0,AT,N,MO 13,RT TT,Daylight,Motor Vehicle in Transport,1,64,Wed     ,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,38.00986,-93.65758,0,06/19/2019,18:15:00,CRASH OCCURRED AS VEHICLE #1 FAILED TO YIELD TO VEHICLE #2.  VEHICLE #1 PULLED INTO THE PATH OF VEHICLE #2 AND WAS STRUCK IN THE SIDE. ASSISTED BY TPR M.G. YENDEZ /1410/
1229688,3190016183,Missouri State Highway Patrol-Troop C,1560902400000,190347609,1,0,1,0,Personal Injury,LINCOLN,NON-CITY OR UNINCORPORATED,C,2,2,0,1446,0.27,B ,N,US 61,CRD SHANNON LN,Daylight,Motor Vehicle in Transport,1,61,Wed     ,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,39.13785,-90.96464,0,06/19/2019,18:20:00,THE FRONT OF VEHICLE 1 STRUCK THE REAR OF VEHICLE 2.
897766,3190016308,Missouri State Highway Patrol-Troop D,1560902400000,190347669,1,0,1,0,Personal Injury,GREENE,NON-CITY OR UNINCORPORATED,D,2,2,Y,0,0,AT,W ,US 160,RP 3209,Daylight,Motor Vehicle in Transport,1,64,Wed     ,0,0,0,0,0,,,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,37.24589,-93.34981,0,06/19/2019,18:55:00,CRASH OCCURRED AS VEHICLE #1 RAN A RED LIGHT AND STRUCK VEHICLE #2.
1012654,3190016380,Missouri State Highway Patrol-Troop D,1560902400000,190347679,2,0,2,0,Personal Injury,VERNON,NON-CITY OR UNINCORPORATED,D,1,1,0,216,0.04,B ,S ,RT HH,CRD 550,Daylight,Fixed Object,2,,Wed     ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.82175,-94.07033,0,06/19/2019,19:05:00,CRASH OCCURRED AS VEHICLE #1 TRAVELED OFF THE RIGHT SIDE OF THE ROADWAY AND OVERTURNED. ASSISTED BY TPR M.G. YENDEZ /1410/
1276971,3190016067,Missouri State Highway Patrol-Troop C,1560902400000,190347694,1,0,0,1,Personal Injury,ST. CHARLES,WELDON SPRING,C,1,1,0,95,0.02,B ,E ,IS 64,ERM EAST IS 64 MILE 124,Daylight,Fixed Object,2,,Wed     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38.69854,-90.66748,0,06/19/2019,19:20:00,"VEHICLE 1 WAS EASTBOUND ON I-64. A VEHICLE CUT OFF VEHICLE 1. DRIVER 1 APPLIED HIS BRAKES, BEGAN TO SKID OFF THE LEFT SIDE OF THE ROADWAY AND STRUCK THE MEDIAN WALL. DRIVER 1 WAS EJECTED."
957933,3190017156,Missouri State Highway Patrol-Troop D,1560988800000,190347715,1,0,1,0,Personal Injury,TANEY,NON-CITY OR UNINCORPORATED,D,1,1,0,54,0.01,B ,W ,CST SHEPHERD OF THE HILLS,CST EXPRESSWAY LN WJ,Dark-Unlighted,Fixed Object,2,,Wed     ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36.66725,-93.26377,0,06/19/2019,23:55:00,"NBR 1 SKIDDED ON THE DAMP ROADWAY, SLID OFF THE ROAD, STRUCK A CURB AND BEGAN OVERTURNING AS IT TRAVELED DOWN A STEEP EMBANKMENT."
1043267,3190016932,Missouri State Highway Patrol-Troop I,1560902400000,190347957,1,0,1,0,Personal Injury,LACLEDE,NON-CITY OR UNINCORPORATED,I,1,1,Y,1219,0.23,B ,N,CRD OAK BEND DR,RT AA SJ,Dark-Unlighted,Fixed Object,2,,Wed     ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.71879,-92.71889,0,06/19/2019,22:13:00,"THE CRASH OCCURRED AS VEHICLE 1 TRAVELED OFF THE LEFT SIDE OF THE ROADWAY, STRUCK SEVERAL MAILBOXES AND THE  DITCH."
1035858,3190015974,Missouri State Highway Patrol-Troop I,1560902400000,190347994,2,0,2,0,Personal Injury,PHELPS,NON-CITY OR UNINCORPORATED,I,1,1,0,58,0.01,A ,E ,IS 44,ERM EAST IS 44 MILE 1718,Dark-Unlighted,Fixed Object,2,,Wed     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.90184,-92.001,0,06/19/2019,23:00:00,"VEHICLE 1 ATTEMPTED TO AVOID AN ANIMAL IN THE ROADWAY.  DRIVER OVERCORRECTED, CAUSING A SKID.  THE VEHICLE THEN TRAVELED OFF THE RIGHT SIDE OF THE ROADWAY, STRIKING AN EMBANKMENT AND OVERTURNING.  ASSISTED BY TPR B C ROWDEN (1431), DOOLITTLE FIRE DEPARTMENT, AND PHELPS HEALTH AMBULANCE."
1041595,3190016047,Missouri State Highway Patrol-Troop I,1560988800000,190348118,1,0,0,1,Personal Injury,MARIES,NON-CITY OR UNINCORPORATED,I,1,1,0,718,0.14,A ,E ,MO 28,CRD 413 EJ,Dark-Unlighted,Fixed Object,2,,Thu     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,38.26405,-91.72823,0,06/20/2019,03:25:00,"OCCURRED AS DRIVER 1 FELL ASLEEP, TRAVELED OFF THE LEFT SIDE OF ROADWAY, STRUCK A TREE AND CAUGHT FIRE. DRIVER 1 WAS EJECTED THROUGH THE WINDSHIELD"
